Frame;AU_02_L_x;AU_02_L_y;AU_02_L_z;AU_01_L_x;AU_01_L_y;AU_01_L_z;AU_02_R_x;AU_02_R_y;AU_02_R_z;AU_01_R_x;AU_01_R_y;AU_01_R_z;AU_06_L_x;AU_06_L_y;AU_06_L_z;AU_06_R_x;AU_06_R_y;AU_06_R_z;AU_09_L_x;AU_09_L_y;AU_09_L_z;AU_09_R_x;AU_09_R_y;AU_09_R_z;AU_11_L_x;AU_11_L_y;AU_11_L_z;AU_11_R_x;AU_11_R_y;AU_11_R_z;AU_12_L_x;AU_12_L_y;AU_12_L_z;AU_10_L_x;AU_10_L_y;AU_10_L_z;AU_12_R_x;AU_12_R_y;AU_12_R_z;AU_10_R_x;AU_10_R_y;AU_10_R_z;AU_08_x;AU_08_y;AU_08_z;AU_16_x;AU_16_y;AU_16_z;Stimulustype
967;-0.2299061119556427;0.354503870010376;-0.15843844413757324;-0.06381133943796158;0.3336462378501892;-0.10333585739135742;0.24763742089271545;0.324445903301239;-0.1816267967224121;0.06845751404762268;0.331018328666687;-0.11012768745422363;-0.22047722339630127;0.04362165927886963;-0.1860358715057373;0.20923729240894318;0.04606062173843384;-0.19924330711364746;-0.0989299938082695;0.0798114538192749;-0.15374255180358887;0.10460062325000763;0.07425093650817871;-0.17176437377929688;-0.12863591313362122;-0.0386807918548584;-0.13130593299865723;0.12012329697608948;-0.03714859485626221;-0.14893269538879395;-0.20491787791252136;-0.20861005783081055;-0.14362287521362305;-0.13529914617538452;-0.1760948896408081;-0.1100008487701416;0.19968274235725403;-0.20974409580230713;-0.17502307891845703;0.12646420300006866;-0.17410588264465332;-0.1246345043182373;-0.006925543304532766;-0.15027427673339844;-0.07651996612548828;0.0012565352953970432;-0.3309953212738037;-0.09703207015991211;posed_disgust
968;-0.22924484312534332;0.355354368686676;-0.15792250633239746;-0.06315440684556961;0.3344534635543823;-0.1033473014831543;0.24727866053581238;0.3249073028564453;-0.1813037395477295;0.06804288923740387;0.3316221237182617;-0.1100771427154541;-0.2207784205675125;0.04439365863800049;-0.18644356727600098;0.21047212183475494;0.046592772006988525;-0.20001435279846191;-0.09874524176120758;0.08059000968933105;-0.15411663055419922;0.10471813380718231;0.07503718137741089;-0.1723194122314453;-0.12838853895664215;-0.037019312381744385;-0.13155198097229004;0.12049535661935806;-0.03599637746810913;-0.14964914321899414;-0.20454657077789307;-0.20744669437408447;-0.14319443702697754;-0.135686457157135;-0.1748749017715454;-0.1103982925415039;0.19956564903259277;-0.2087932825088501;-0.1745452880859375;0.12624938786029816;-0.1730109453201294;-0.12451052665710449;-0.0072371154092252254;-0.14919602870941162;-0.07687687873840332;0.0013743345625698566;-0.3300652503967285;-0.0968163013458252;posed_disgust
969;-0.22892898321151733;0.3555223345756531;-0.15775465965270996;-0.06309506297111511;0.3342183828353882;-0.10333466529846191;0.25247642397880554;0.3235245943069458;-0.18505287170410156;0.06752605736255646;0.3318953514099121;-0.10999536514282227;-0.2214263379573822;0.045462191104888916;-0.18708252906799316;0.21115535497665405;0.0466461181640625;-0.20029091835021973;-0.09874872863292694;0.08194202184677124;-0.15526342391967773;0.10446962714195251;0.07557523250579834;-0.17248821258544922;-0.12862446904182434;-0.03553420305252075;-0.1323409080505371;0.11994524300098419;-0.034694790840148926;-0.14917325973510742;-0.20490662753582;-0.20631170272827148;-0.1431903839111328;-0.13604635000228882;-0.1730821132659912;-0.11092376708984375;0.1986733227968216;-0.2080850601196289;-0.17360329627990723;0.12593388557434082;-0.1720108985900879;-0.12433314323425293;-0.007729544769972563;-0.14813578128814697;-0.07719755172729492;0.0010143169201910496;-0.329758882522583;-0.0966188907623291;posed_disgust
970;-0.22873294353485107;0.355623722076416;-0.15764975547790527;-0.06351741403341293;0.3337446451187134;-0.10332942008972168;0.2513977885246277;0.32404857873916626;-0.18418002128601074;0.06697247177362442;0.3318597078323364;-0.10989570617675781;-0.2221563309431076;0.04647749662399292;-0.18772625923156738;0.21181976795196533;0.04744607210159302;-0.20102643966674805;-0.09945739060640335;0.08272171020507812;-0.15700721740722656;0.10450053215026855;0.07648038864135742;-0.17306065559387207;-0.12890000641345978;-0.03358280658721924;-0.13333511352539062;0.11903855949640274;-0.03278923034667969;-0.14834308624267578;-0.2052006870508194;-0.20487403869628906;-0.14309382438659668;-0.13660450279712677;-0.17125940322875977;-0.11146020889282227;0.19829393923282623;-0.20682835578918457;-0.17280840873718262;0.12568560242652893;-0.17057979106903076;-0.12433600425720215;-0.00825151801109314;-0.14664435386657715;-0.07767701148986816;0.0010803141631186008;-0.32873451709747314;-0.09636163711547852;posed_disgust
971;-0.22876004874706268;0.3549678325653076;-0.15768194198608398;-0.06342490762472153;0.33211058378219604;-0.1032552719116211;0.25054052472114563;0.3240230083465576;-0.18359899520874023;0.0664251372218132;0.3305458426475525;-0.10974907875061035;-0.22219505906105042;0.04778844118118286;-0.18826675415039062;0.21196824312210083;0.04802656173706055;-0.20144176483154297;-0.099391408264637;0.0839911699295044;-0.15797805786132812;0.10433125495910645;0.07734054327011108;-0.1734766960144043;-0.12885047495365143;-0.03185933828353882;-0.1338481903076172;0.11878566443920135;-0.03152984380722046;-0.1482524871826172;-0.20524942874908447;-0.20358061790466309;-0.1428844928741455;-0.13705165684223175;-0.16897964477539062;-0.11201763153076172;0.19806353747844696;-0.20563292503356934;-0.1721487045288086;0.12552985548973083;-0.16945385932922363;-0.12436389923095703;-0.008564313873648643;-0.14580321311950684;-0.07794427871704102;0.001787977758795023;-0.32829952239990234;-0.09646749496459961;posed_disgust
972;-0.22843661904335022;0.3542454242706299;-0.1575942039489746;-0.06387349963188171;0.3304526209831238;-0.10319948196411133;0.2500144839286804;0.32418572902679443;-0.1831967830657959;0.0660155639052391;0.3296164870262146;-0.10964059829711914;-0.22247958183288574;0.0495908260345459;-0.18908476829528809;0.21197032928466797;0.04911637306213379;-0.20212268829345703;-0.09952601045370102;0.08513975143432617;-0.15915441513061523;0.10400079190731049;0.07815408706665039;-0.17376112937927246;-0.1280970424413681;-0.028653383255004883;-0.13397860527038574;0.11794544756412506;-0.029429256916046143;-0.14754819869995117;-0.20522457361221313;-0.2014613151550293;-0.14248204231262207;-0.13803711533546448;-0.16640102863311768;-0.11286616325378418;0.19780948758125305;-0.20440375804901123;-0.17145633697509766;0.1255732923746109;-0.1682140827178955;-0.1245126724243164;-0.00886097177863121;-0.1445695161819458;-0.07836151123046875;0.0013921321369707584;-0.32791900634765625;-0.09623837471008301;posed_disgust
973;-0.22849592566490173;0.35271531343460083;-0.15785455703735352;-0.06523312628269196;0.32663464546203613;-0.10308241844177246;0.24683454632759094;0.3244588375091553;-0.18117547035217285;0.06446020305156708;0.3275159001350403;-0.1092844009399414;-0.22327587008476257;0.05252969264984131;-0.19052577018737793;0.2099286913871765;0.051953673362731934;-0.20316720008850098;-0.10045432299375534;0.08685791492462158;-0.16202712059020996;0.10195356607437134;0.08078974485397339;-0.17405462265014648;-0.12807029485702515;-0.024538099765777588;-0.13531780242919922;0.11572759598493576;-0.02553880214691162;-0.14536714553833008;-0.20660114288330078;-0.19853758811950684;-0.14272594451904297;-0.14103537797927856;-0.162772536277771;-0.11479711532592773;0.19679248332977295;-0.20108819007873535;-0.16947126388549805;0.12527969479560852;-0.16430902481079102;-0.12474465370178223;-0.011625319719314575;-0.14248883724212646;-0.07901692390441895;0.0005334396264515817;-0.32512760162353516;-0.09520745277404785;posed_disgust
974;-0.2286730706691742;0.35239267349243164;-0.15800857543945312;-0.06595716625452042;0.326327919960022;-0.10309505462646484;0.2457011342048645;0.3244360685348511;-0.18054914474487305;0.06326621770858765;0.3274526596069336;-0.1091315746307373;-0.22403208911418915;0.052834272384643555;-0.19092369079589844;0.20908191800117493;0.051865220069885254;-0.20281100273132324;-0.10152378678321838;0.08687007427215576;-0.16367387771606445;0.10101693868637085;0.08095622062683105;-0.1735553741455078;-0.1291891485452652;-0.0239141583442688;-0.13691997528076172;0.11456745862960815;-0.02494943141937256;-0.14394593238830566;-0.20742852985858917;-0.19754743576049805;-0.14301204681396484;-0.14422063529491425;-0.1619511842727661;-0.11623167991638184;0.1960654854774475;-0.20094501972198486;-0.1688823699951172;0.12437954545021057;-0.16396760940551758;-0.1242821216583252;-0.013578809797763824;-0.1418668031692505;-0.07950496673583984;-0.0007190979667939246;-0.32528257369995117;-0.09517526626586914;posed_disgust
975;-0.2279128134250641;0.3525776267051697;-0.15752482414245605;-0.06510142982006073;0.32638150453567505;-0.10306715965270996;0.24680504202842712;0.3241555690765381;-0.18123984336853027;0.06421643495559692;0.327412486076355;-0.10924839973449707;-0.2234697937965393;0.052707016468048096;-0.19066286087036133;0.20995354652404785;0.051442861557006836;-0.20285701751708984;-0.10083778202533722;0.08690899610519409;-0.1626574993133545;0.10184718668460846;0.08057355880737305;-0.17385506629943848;-0.12860140204429626;-0.02400505542755127;-0.13615727424621582;0.11539207398891449;-0.025615215301513672;-0.14490866661071777;-0.20696404576301575;-0.19790101051330566;-0.14281392097473145;-0.14371466636657715;-0.16228771209716797;-0.11598753929138184;0.1968822479248047;-0.20189237594604492;-0.16979742050170898;0.12512220442295074;-0.16462385654449463;-0.12462568283081055;-0.012944424524903297;-0.1422281265258789;-0.07928586006164551;-0.00017833668971434236;-0.32599973678588867;-0.09531998634338379;posed_disgust
976;-0.2274438738822937;0.3517301678657532;-0.15736794471740723;-0.0655512660741806;0.32586538791656494;-0.10306072235107422;0.24481625854969025;0.32312649488449097;-0.1804049015045166;0.0633721873164177;0.3272925019264221;-0.10913848876953125;-0.22431127727031708;0.054259419441223145;-0.1915607452392578;0.20905008912086487;0.05215942859649658;-0.20298290252685547;-0.10128523409366608;0.08771634101867676;-0.16402411460876465;0.1010281890630722;0.0811161994934082;-0.1736595630645752;-0.13004472851753235;-0.022263705730438232;-0.1385364532470703;0.11430757492780685;-0.024120688438415527;-0.14376282691955566;-0.20850826799869537;-0.19527161121368408;-0.14320588111877441;-0.1464919000864029;-0.15998685359954834;-0.11740565299987793;0.19639819860458374;-0.2008190155029297;-0.16909003257751465;0.12544181942939758;-0.1626274585723877;-0.12500405311584473;-0.014098694548010826;-0.1405782699584961;-0.0800621509552002;-0.0005373112508095801;-0.32454776763916016;-0.0949704647064209;posed_disgust
977;-0.22760501503944397;0.3515639305114746;-0.15748882293701172;-0.06556564569473267;0.32601475715637207;-0.10306715965270996;0.24449607729911804;0.32278889417648315;-0.18031692504882812;0.0631718784570694;0.3274286985397339;-0.10911917686462402;-0.22487562894821167;0.05459409952163696;-0.19188857078552246;0.20944495499134064;0.05178272724151611;-0.20288896560668945;-0.10135872662067413;0.08793950080871582;-0.16432547569274902;0.10138440132141113;0.08074367046356201;-0.1736617088317871;-0.1312253773212433;-0.021744072437286377;-0.14001703262329102;0.11508911103010178;-0.024716854095458984;-0.14468121528625488;-0.20878376066684723;-0.19448864459991455;-0.1432185173034668;-0.14702467620372772;-0.1592618227005005;-0.11772704124450684;0.1971612125635147;-0.20177006721496582;-0.169966459274292;0.1263808161020279;-0.16296732425689697;-0.1254878044128418;-0.014112643897533417;-0.14005374908447266;-0.08026313781738281;-0.00044866238022223115;-0.3245725631713867;-0.0949699878692627;posed_disgust
978;-0.2267618030309677;0.3512430191040039;-0.1570298671722412;-0.06464481353759766;0.3257376551628113;-0.10302281379699707;0.2455696016550064;0.32250189781188965;-0.18099164962768555;0.0641418844461441;0.32713091373443604;-0.10922765731811523;-0.22389836609363556;0.05422455072402954;-0.19140219688415527;0.21056202054023743;0.05145919322967529;-0.20308399200439453;-0.10033152997493744;0.08788961172103882;-0.16270971298217773;0.102470263838768;0.08031666278839111;-0.17409753799438477;-0.1301024854183197;-0.02186262607574463;-0.13874220848083496;0.11628308147192001;-0.02546548843383789;-0.1461167335510254;-0.20769309997558594;-0.1949291229248047;-0.14268231391906738;-0.1459144800901413;-0.15964627265930176;-0.11725282669067383;0.19846533238887787;-0.20253348350524902;-0.1711864471435547;0.12760613858699799;-0.1635679006576538;-0.12610387802124023;-0.012973599135875702;-0.14043545722961426;-0.0799717903137207;0.0007664062432013452;-0.3251945972442627;-0.09529995918273926;posed_disgust
979;-0.22626805305480957;0.35114920139312744;-0.15674734115600586;-0.0644981637597084;0.32632023096084595;-0.1030428409576416;0.24569711089134216;0.322554349899292;-0.18104887008666992;0.06419865787029266;0.32768523693084717;-0.10925769805908203;-0.22371724247932434;0.0547027587890625;-0.19152522087097168;0.21080011129379272;0.05176222324371338;-0.20335769653320312;-0.1002991572022438;0.08849489688873291;-0.16320586204528809;0.10236703604459763;0.0804014801979065;-0.17408347129821777;-0.13090959191322327;-0.021115243434906006;-0.13994312286376953;0.11693300306797028;-0.026000022888183594;-0.14687371253967285;-0.20838266611099243;-0.1948784589767456;-0.14306282997131348;-0.14668674767017365;-0.15868747234344482;-0.11770224571228027;0.19955788552761078;-0.2031569480895996;-0.17221641540527344;0.1281835287809372;-0.1638481616973877;-0.12639498710632324;-0.013448406010866165;-0.13941121101379395;-0.08042168617248535;0.0015902523882687092;-0.324282169342041;-0.09531307220458984;posed_disgust
980;-0.22586293518543243;0.3521761894226074;-0.15635323524475098;-0.06418444961309433;0.3278171420097351;-0.10309672355651855;0.2454453557729721;0.3231624364852905;-0.18074631690979004;0.0643153190612793;0.3288240432739258;-0.10931992530822754;-0.22378486394882202;0.05539208650588989;-0.1918165683746338;0.2108621746301651;0.05260646343231201;-0.20390629768371582;-0.10027141869068146;0.08927994966506958;-0.1638011932373047;0.10254508256912231;0.08108830451965332;-0.17461633682250977;-0.13166429102420807;-0.019823193550109863;-0.14038872718811035;0.11766429245471954;-0.025319814682006836;-0.14797377586364746;-0.2085217833518982;-0.194146990776062;-0.1430072784423828;-0.14718861877918243;-0.15734076499938965;-0.11811947822570801;0.20060181617736816;-0.20269107818603516;-0.17283201217651367;0.12923061847686768;-0.16298890113830566;-0.1270596981048584;-0.013219699263572693;-0.1381436586380005;-0.08087396621704102;0.0030906409956514835;-0.3225898742675781;-0.09532952308654785;posed_disgust
981;-0.22595219314098358;0.3532007932662964;-0.15625596046447754;-0.06454157829284668;0.3295198082923889;-0.10318279266357422;0.24427679181098938;0.3243826627731323;-0.17976951599121094;0.06337086856365204;0.3309627175331116;-0.10929131507873535;-0.22468023002147675;0.05764806270599365;-0.1930081844329834;0.21042358875274658;0.05449956655502319;-0.20493173599243164;-0.10073203593492508;0.0915568470954895;-0.16607069969177246;0.10217618942260742;0.0828249454498291;-0.17543935775756836;-0.13332396745681763;-0.016687452793121338;-0.14139795303344727;0.1173849105834961;-0.02353048324584961;-0.1479511260986328;-0.21005001664161682;-0.19206202030181885;-0.14348983764648438;-0.1484638750553131;-0.1542041301727295;-0.11900210380554199;0.2008114457130432;-0.20059990882873535;-0.17231488227844238;0.1297455132007599;-0.16020750999450684;-0.12755560874938965;-0.014158893376588821;-0.13457703590393066;-0.08134341239929199;0.0028015137650072575;-0.31850481033325195;-0.0941157341003418;posed_disgust
982;-0.22592803835868835;0.3531932830810547;-0.15624237060546875;-0.06471918523311615;0.3299652934074402;-0.10320806503295898;0.24349574744701385;0.3240448832511902;-0.17942357063293457;0.06302258372306824;0.33098435401916504;-0.10924887657165527;-0.22493746876716614;0.057717740535736084;-0.19312572479248047;0.2106192708015442;0.05427718162536621;-0.2048625946044922;-0.10048045217990875;0.09196311235427856;-0.16601109504699707;0.10188108682632446;0.08262056112289429;-0.1751251220703125;-0.13418233394622803;-0.016309261322021484;-0.1418004035949707;0.11771252751350403;-0.02347046136856079;-0.14839649200439453;-0.21030423045158386;-0.19211161136627197;-0.14364218711853027;-0.14940308034420013;-0.15386247634887695;-0.11938595771789551;0.2010962963104248;-0.20059871673583984;-0.17252731323242188;0.13013926148414612;-0.15939903259277344;-0.12776732444763184;-0.013949939981102943;-0.1335073709487915;-0.08135056495666504;0.0024587870575487614;-0.31764793395996094;-0.0937964916229248;posed_disgust
983;-0.22541870176792145;0.3522797226905823;-0.15607070922851562;-0.06432074308395386;0.32923078536987305;-0.10316276550292969;0.24380244314670563;0.32296931743621826;-0.17988157272338867;0.0634426549077034;0.33040851354599;-0.10927724838256836;-0.2250259965658188;0.05710923671722412;-0.19292044639587402;0.21158546209335327;0.05315965414047241;-0.20450925827026367;-0.10083887726068497;0.09119564294815063;-0.16596007347106934;0.10267618298530579;0.0814443826675415;-0.17491793632507324;-0.13512176275253296;-0.01676952838897705;-0.14215636253356934;0.11886725574731827;-0.023576855659484863;-0.1499042510986328;-0.2105325609445572;-0.19294357299804688;-0.14392399787902832;-0.14895424246788025;-0.1539149284362793;-0.1192173957824707;0.2022416591644287;-0.20235812664031982;-0.1739494800567627;0.13187500834465027;-0.15845274925231934;-0.12864160537719727;-0.013055507093667984;-0.13265621662139893;-0.08127427101135254;0.0026283846236765385;-0.3179866075515747;-0.0939323902130127;posed_disgust
984;-0.2250259667634964;0.3510950803756714;-0.15600991249084473;-0.06372404098510742;0.3281193971633911;-0.10309290885925293;0.24403659999370575;0.32114553451538086;-0.1804981231689453;0.06378355622291565;0.3291643261909485;-0.1092677116394043;-0.22480471432209015;0.055910348892211914;-0.19237589836120605;0.21258851885795593;0.05175495147705078;-0.20398926734924316;-0.10017744451761246;0.09033161401748657;-0.16442322731018066;0.10282138735055923;0.0797414779663086;-0.17397260665893555;-0.13498857617378235;-0.017492055892944336;-0.1420292854309082;0.12012747675180435;-0.02442014217376709;-0.15104174613952637;-0.21069559454917908;-0.19445645809173584;-0.14429306983947754;-0.14913292229175568;-0.1548060178756714;-0.11916470527648926;0.2036619484424591;-0.20446348190307617;-0.17574644088745117;0.13390862941741943;-0.15798068046569824;-0.1296525001525879;-0.011745886877179146;-0.1318110227584839;-0.08115005493164062;0.003193578217178583;-0.3189278841018677;-0.09433698654174805;posed_disgust
985;-0.2245795726776123;0.35086339712142944;-0.155775785446167;-0.06318220496177673;0.3278070092201233;-0.10306048393249512;0.24487532675266266;0.32071834802627563;-0.18108057975769043;0.06447058916091919;0.3288378119468689;-0.10933947563171387;-0.22441935539245605;0.05547022819519043;-0.19206953048706055;0.21327799558639526;0.05122566223144531;-0.203904390335083;-0.09966869652271271;0.09004515409469604;-0.1635112762451172;0.10347002744674683;0.07920229434967041;-0.17405915260314941;-0.13453292846679688;-0.018015146255493164;-0.1417849063873291;0.12079451978206635;-0.025090694427490234;-0.1512894630432129;-0.21035529673099518;-0.19514095783233643;-0.1442263126373291;-0.14870156347751617;-0.1554403305053711;-0.11892533302307129;0.20441508293151855;-0.20554018020629883;-0.17673897743225098;0.13459056615829468;-0.15878772735595703;-0.12996935844421387;-0.01118028350174427;-0.13248586654663086;-0.08106732368469238;0.0037346244789659977;-0.3199591636657715;-0.09479165077209473;posed_disgust
986;-0.22416506707668304;0.35033804178237915;-0.15560388565063477;-0.06264796853065491;0.32751405239105225;-0.10302925109863281;0.2451714277267456;0.31987130641937256;-0.1814713478088379;0.06473442912101746;0.32820427417755127;-0.1093592643737793;-0.22404807806015015;0.05513888597488403;-0.19181084632873535;0.21334867179393768;0.05033385753631592;-0.20337295532226562;-0.09929592162370682;0.08993643522262573;-0.16291522979736328;0.10411430895328522;0.0782022476196289;-0.17386269569396973;-0.1352682113647461;-0.018262863159179688;-0.1420743465423584;0.12210343033075333;-0.025449395179748535;-0.15185546875;-0.2101658582687378;-0.19600427150726318;-0.14427685737609863;-0.1484275460243225;-0.155448317527771;-0.11882615089416504;0.20569004118442535;-0.20744788646697998;-0.17845511436462402;0.13610731065273285;-0.15872347354888916;-0.13071656227111816;-0.01016402617096901;-0.13190686702728271;-0.0810084342956543;0.004448242951184511;-0.3202338218688965;-0.09509778022766113;posed_disgust
987;-0.2240450233221054;0.3501325249671936;-0.1555619239807129;-0.0626714751124382;0.32797425985336304;-0.10304975509643555;0.24471738934516907;0.3195786476135254;-0.18129611015319824;0.06477777659893036;0.3284004330635071;-0.1093745231628418;-0.2240026295185089;0.054740190505981445;-0.19163966178894043;0.21314764022827148;0.04994475841522217;-0.20305848121643066;-0.09940768033266068;0.08994138240814209;-0.16307425498962402;0.10391367971897125;0.07783842086791992;-0.17351222038269043;-0.13552413880825043;-0.018369317054748535;-0.14217305183410645;0.12277503311634064;-0.025789380073547363;-0.15213298797607422;-0.21096262335777283;-0.19715416431427002;-0.14493703842163086;-0.14877426624298096;-0.1555870771408081;-0.11893248558044434;0.20657654106616974;-0.20844733715057373;-0.17951345443725586;0.13710685074329376;-0.1587543487548828;-0.13120698928833008;-0.009455444291234016;-0.13130545616149902;-0.08111858367919922;0.004654229152947664;-0.32021021842956543;-0.09515738487243652;posed_disgust
988;-0.22357282042503357;0.35019582509994507;-0.15526962280273438;-0.06251475214958191;0.3283940553665161;-0.10306215286254883;0.24439239501953125;0.31922346353530884;-0.18120956420898438;0.06473728269338608;0.32872962951660156;-0.10937976837158203;-0.223324254155159;0.05493420362472534;-0.19147753715515137;0.21348220109939575;0.04995429515838623;-0.20318388938903809;-0.09952080994844437;0.09013587236404419;-0.16337084770202637;0.1041593849658966;0.07780969142913818;-0.17365241050720215;-0.13600485026836395;-0.018903911113739014;-0.14232635498046875;0.12382816523313522;-0.02558588981628418;-0.15262889862060547;-0.21114251017570496;-0.19738829135894775;-0.1450817584991455;-0.14883214235305786;-0.15605342388153076;-0.11889219284057617;0.20770376920700073;-0.20900726318359375;-0.18056583404541016;0.1389380693435669;-0.1571969985961914;-0.13223838806152344;-0.008141065016388893;-0.1309349536895752;-0.08130860328674316;0.005093398038297892;-0.31863880157470703;-0.09485006332397461;posed_disgust
989;-0.22338274121284485;0.3503790497779846;-0.15512895584106445;-0.06221327185630798;0.3295246362686157;-0.10310077667236328;0.24437502026557922;0.3196139931678772;-0.18109560012817383;0.0646701231598854;0.32962191104888916;-0.10940146446228027;-0.2232966423034668;0.055002689361572266;-0.19149446487426758;0.2143770456314087;0.050121426582336426;-0.20360612869262695;-0.09918373823165894;0.09008550643920898;-0.16286635398864746;0.10459867119789124;0.07778608798980713;-0.1739203929901123;-0.13584335148334503;-0.019175052642822266;-0.14223170280456543;0.12495093047618866;-0.025313913822174072;-0.15316176414489746;-0.21188735961914062;-0.19737029075622559;-0.14549946784973145;-0.14878849685192108;-0.15659117698669434;-0.1188054084777832;0.20859616994857788;-0.20926833152770996;-0.18132328987121582;0.1397692859172821;-0.15675687789916992;-0.13272404670715332;-0.007523832377046347;-0.13092267513275146;-0.08139371871948242;0.005390277598053217;-0.3174772262573242;-0.09461307525634766;posed_disgust
990;-0.22323040664196014;0.3509035110473633;-0.15496015548706055;-0.061700426042079926;0.33105820417404175;-0.10314822196960449;0.24436210095882416;0.32017481327056885;-0.180938720703125;0.0648043304681778;0.330676794052124;-0.1094658374786377;-0.22327566146850586;0.0550997257232666;-0.19152426719665527;0.21487930417060852;0.05053657293319702;-0.20404410362243652;-0.09899847209453583;0.09025198221206665;-0.16272783279418945;0.10519726574420929;0.07794559001922607;-0.17440176010131836;-0.13583560287952423;-0.01962202787399292;-0.14218497276306152;0.12547531723976135;-0.025219380855560303;-0.15340876579284668;-0.21244573593139648;-0.19680261611938477;-0.14571118354797363;-0.14891867339611053;-0.15701591968536377;-0.11879658699035645;0.20965731143951416;-0.20937728881835938;-0.18214154243469238;0.14044542610645294;-0.1569075584411621;-0.13304853439331055;-0.00693480996415019;-0.13082444667816162;-0.08147716522216797;0.00526493089273572;-0.3165402412414551;-0.09432196617126465;posed_disgust
991;-0.22258973121643066;0.3517489433288574;-0.1544508934020996;-0.061181847006082535;0.3323501944541931;-0.10318589210510254;0.2444598227739334;0.32031553983688354;-0.1809554100036621;0.06474146991968155;0.3320993185043335;-0.10950970649719238;-0.22303396463394165;0.05557417869567871;-0.19162440299987793;0.21530765295028687;0.05047488212585449;-0.20415806770324707;-0.09868951886892319;0.09040570259094238;-0.16240835189819336;0.1051734983921051;0.07813006639480591;-0.17449951171875;-0.1362425982952118;-0.01999121904373169;-0.14232301712036133;0.12598514556884766;-0.02533543109893799;-0.15363073348999023;-0.21301569044589996;-0.19664692878723145;-0.14600467681884766;-0.14892065525054932;-0.15728342533111572;-0.11876320838928223;0.21006494760513306;-0.20955801010131836;-0.18251347541809082;0.14084962010383606;-0.15652728080749512;-0.13330793380737305;-0.006445588078349829;-0.13059759140014648;-0.08154964447021484;0.005319031421095133;-0.31596052646636963;-0.09418940544128418;posed_disgust
992;-0.22224946320056915;0.35219305753707886;-0.15418148040771484;-0.06094485893845558;0.3340265154838562;-0.10325026512145996;0.24506619572639465;0.3204731345176697;-0.18125200271606445;0.06499108672142029;0.33321237564086914;-0.10959529876708984;-0.22304555773735046;0.055507779121398926;-0.19160223007202148;0.21571442484855652;0.05055737495422363;-0.20435452461242676;-0.09866558015346527;0.09025371074676514;-0.16226625442504883;0.10597598552703857;0.07824021577835083;-0.1750812530517578;-0.13657750189304352;-0.020396411418914795;-0.1424264907836914;0.1264263242483139;-0.02494579553604126;-0.15386366844177246;-0.21314877271652222;-0.19686973094940186;-0.14612078666687012;-0.14885927736759186;-0.15757441520690918;-0.11869287490844727;0.21065470576286316;-0.20965981483459473;-0.18298554420471191;0.14138703048229218;-0.15618491172790527;-0.13362979888916016;-0.005967042874544859;-0.13053154945373535;-0.08161759376525879;0.005442794878035784;-0.31542348861694336;-0.09408712387084961;posed_disgust
993;-0.22187063097953796;0.35247528553009033;-0.15391278266906738;-0.0604938305914402;0.33512383699417114;-0.10328173637390137;0.24502688646316528;0.3203897476196289;-0.18125224113464355;0.0651179775595665;0.3339885473251343;-0.10964727401733398;-0.22317561507225037;0.0550653338432312;-0.19147610664367676;0.2165161669254303;0.05069231986999512;-0.20475459098815918;-0.09791699051856995;0.08993309736251831;-0.16090655326843262;0.10584156960248947;0.07779467105865479;-0.17472362518310547;-0.13666361570358276;-0.020833313465118408;-0.14242100715637207;0.12710103392601013;-0.02478480339050293;-0.15418457984924316;-0.21341606974601746;-0.19757699966430664;-0.14640164375305176;-0.14904050529003143;-0.15795564651489258;-0.11869311332702637;0.21097084879875183;-0.20993518829345703;-0.18332910537719727;0.14188961684703827;-0.15593171119689941;-0.13392138481140137;-0.006120658945292234;-0.13091623783111572;-0.0815885066986084;0.005520439241081476;-0.3153107166290283;-0.09408140182495117;posed_disgust
994;-0.2209801971912384;0.352447509765625;-0.1533815860748291;-0.05990246683359146;0.3362390398979187;-0.10330915451049805;0.2455713152885437;0.32012009620666504;-0.18162822723388672;0.06557544320821762;0.33455413579940796;-0.10975003242492676;-0.22264301776885986;0.054937005043029785;-0.1912398338317871;0.21717675030231476;0.050337910652160645;-0.20479655265808105;-0.09790943562984467;0.08963537216186523;-0.16062211990356445;0.10637666285037994;0.07739865779876709;-0.17482495307922363;-0.13674601912498474;-0.021019458770751953;-0.14243817329406738;0.12747295200824738;-0.024831116199493408;-0.15435028076171875;-0.21347714960575104;-0.1981220245361328;-0.14653563499450684;-0.14889749884605408;-0.15813493728637695;-0.11860966682434082;0.21113020181655884;-0.21006953716278076;-0.1835005283355713;0.1423393040895462;-0.15566372871398926;-0.13418817520141602;-0.0055288164876401424;-0.13075697422027588;-0.08167362213134766;0.00554208317771554;-0.3153703212738037;-0.09410262107849121;posed_disgust
